"";"name";"brewery";"beer_link";"alc";"exctract";"type";"desc";"price"
"838";"Wielka Sowa Faza – butelka 500 ml";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-faza-butelka-500-ml/";"6.5";"16";"IPA";"Jasne piwo górnej fermentacji wywodz¹ce siê z czasów kolonialnych. Intensywne i orzeŸwiaj¹ce, o aromatach cytrusowo-¿ywicznych, a tak¿e mocno wyczuwalnej chmielowoœci.";7,98
"839";"Wielka Sowa Jasne – But.  0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-jasne-but-05l/";"4.9";"12";"Lager";"Piwo z przyjemn¹ chmielow¹ goryczk¹, a tak¿e niesamowicie wyczuwaln¹ pe³ni¹, uzyskan¹ przez odpowiednio przeprowadzony proces warzenia.";6,99
"840";"Wielka Sowa Marcowe – But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/sowie-marcowe-but-05l/";"6.3";"13.8";"Lager";"Piwo o przepiêknej bursztynowej barwie z bardzo przyjemnymi chmielowymi aromatami, a tak¿e du¿¹ s³odkoœci¹ pochodz¹c¹ od s³odu monachijskiego i melanoidynowego. Piwo pasteryzowane, niefiltrowane.";6,99
"841";"Wielka Sowa Miodowe- But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-miodowe-but-05l/";"4.9";"12";"Miodowe";"Piwo o przepiêknej z³ocistej barwie z wielokwiatowym miodem dodatkowo podbijaj¹cego treœciwoœæ. Piwo pasteryzowane, niefiltrowane.";7,98
"842";"Wielka Sowa Pils –But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-pils-but-05l/";"4.5";"11";"Pils";"Piwo o wyraŸnie wyczuwalnej chmielowej goryczce oraz aromatach kwiatowych, a tak¿e zio³owych pochodz¹cych z odpowiednio dobranych chmieli aromatycznych. Piwo pasteryzowane, niefiltrowane.";6,99
"843";"Wielka Sowa Porter Ba³tycki-But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/sowie-porter-baltycki-05l/";"10.2";"24";"Porter";"Skarb polskiego piwowarstwa czyli ciemne, mocne i pe³ne smaku piwo. Delikatnie rozgrzewaj¹cy trunek wzbogacony o nuty karmeli i czekolady – doskona³a propozycja na ch³odne wieczory";9,99
"844";"Wielka Sowa Przepiêcie- But. 0,5l";"Promocje";"https://ipiwo.pl/produkt/wielka-sowa-przepiecie-but-05l/";"3.8";"10.2";"Ale";"Rzeœkie piwo górnej fermentacji idealne na upalne dni lata. Dziêki zastosowaniu amerykañskich odmian chmieli, w wyniku nadaliœmy piwu cytrusowo-grejpfrutowego charakteru.
TERMIN PRZYDATNOŒCI DO SPO¯YCIA: 30.03.2022";7,98
"845";"Wielka Sowa Pszeniczne mango/marakuja-But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/sowie-pszeniczne-mango-marakuja-05l/";"4.9";"12";"Owocowe, Pszeniczne";"OrzeŸwiaj¹ce piwo o aromatach bananowych, goŸdzikowych, a tak¿e cytrusowych, stanowi¹cych efekt procesu fermentacji odpowiednio dobranego szczepu dro¿d¿y. Wyczuwalny lekki zapach kwiatowy, pochodzi od szlachetnego gatunku chmielu aromatycznego. W tym wydaniu z dodatkiem owoców mango i marakui.";7,98
"846";"Wielka Sowa Pszeniczne- But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/sowie-pszeniczne-05l/";"4.9";"12";"Pszeniczne";"To orzeŸwiaj¹ce piwo o delikatnych aromatach bananowych, goŸdzikowych, a tak¿e cytrusowych stanowi¹cych efekt procesu fermentacji odpowiednio dobranego szczepu dro¿d¿y. Wyczuwalny lekki zapach kwiatowy od szlachetnego gatunku chmielu aromatycznego.";6,99
"847";"Wielka Sowa Rezystor- But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-rezystor-but-05l/";"4.5";"16";"Stout";"Aksamitne ciemne piwo, które urzeka lekk¹ palnoœci¹ i s³ocz¹ od dodanej laktozy. Do okreœlenia tego stylu czêsto u¿ywa siê równie¿ nazwy „cream stout” b¹dŸ ‘’sweet stout”. Piwo charakteryzuje siê ciemn¹ barw¹, a tak¿e smakiem bêd¹cym mieszank¹ czekolady, palonego zbo¿a oraz kawy.";7,98
"848";"Wielka Sowa Zdrovo Bezalkoholowe  But. 0,33l";"Bezalkoholowe";"https://ipiwo.pl/produkt/sowie-zdrovo-033l/";"0.0";NA;"Bezalkoholowe";"ZDROVO to wyj¹tkowy, naturalny napój, zainspirowany wschodni¹ tradycj¹ kwasu chlebowego. Idealnie gasi pragnienie w gor¹ce dni i doskonale nawadnia organizm przez ca³y rok. Smak czêsto porównuje siê do napojów typu cola, lemoniady lub delikatnych radlerów, œwietnie smakuje sch³odzony, z dodatkiem cytryny. Jeœli chcesz pod¹¿aæ za trendami fit i eko Zdrovo jest napojem wymyœlonym i stworzonym specjalnie dla Ciebie";4,99
"849";"Wielka Sowa Zimowe- But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-zimowe-but-05l/";"4.5";"16";"Ale";"Aksamitne ciemne piwo, które urzeka lekk¹ palnoœci¹ i s³odycz¹ od dodanej laktozy. Do okreœlenia tego stylu czêsto u¿ywa siê równie¿ nazwy „cream stout” b¹dŸ ‘’sweet stout”. Piwo charakteryzuje siê ciemn¹ barw¹, a tak¿e smakiem bêd¹cym mieszank¹ czekolady, palonego zbo¿a oraz kawy.";7,98
"850";"Wroclove Energy 0,25l puszka";"Napoje";"https://ipiwo.pl/produkt/wroclove-energy-025l-puszka/";"4.4";NA;"Pszeniczne";"Napój energetyzuj¹cy wzbogacony witaminami, gazowany, pasteryzowany. Zalecany dla osób, których praca i wykonywane czynnoœci wymagaj¹ wzmo¿onego wysi³ku fizycznego, ale i psychicznego. Niewskazany dla dzieci, kobiet w ci¹¿y, karmi¹cych piersi¹, diabetyków oraz osób wra¿liwych na kofeinê.";1,83
"851";"Wroclove Miodowe – But. 0,5l";"WrocLove";"https://ipiwo.pl/produkt/wroclove-miodowe-but-05l/";"4.2";NA;"Miodowe";"Piwo miodowe o charakterystycznej z³ocistej barwie. Dodatkowo smak wzbogacony miodem, który wspaniale podbija jego treœciwoœæ";5,49
"852";"Wroclove Pils – butelka 500 ml";"Popularne";"https://ipiwo.pl/produkt/wroclove-pils-butelka-500-ml/";"4.3";NA;"Pils";"Jasne, niezwykle orzeŸwiaj¹ce piwo. Smak, ale i aromat lekko zbo¿owy. Klasyczne piwo codzienne.";4,49
"853";"Wroclove Porter– But. 0,5l";"Popularne";"https://ipiwo.pl/produkt/wroclove-porter/";"8.5";NA;"Porter";"Piwo ciemne, a tak¿e mocne. W smaku wyczuwalna cudowna pe³nia i rozgrzewaj¹cy alkohol.";6,09
"854";"Wroclove Pszeniczne But. 0,5l";"Popularne";"https://ipiwo.pl/produkt/wroclove-pszeniczne/";"5.2";NA;"Pszeniczne";"Piwo pszeniczne. Po otworzeniu butelki wyczuwalne s¹ nuty dojrzewaj¹cego zbo¿a, chrupi¹cego chleba i œwie¿ego ziarna. OrzeŸwiaj¹ce piwo o delikatnych aromatach bananowych, a tak¿e goŸdzikowych.";6,09
"855";"Wroclove Truskawkowe – But. 0,5l";"Popularne";"https://ipiwo.pl/produkt/__trashed/";"5.5";NA;"Owocowe";"Klasyczny lager o piêknej czerwonej barwie. Kolor powsta³ w wyniku po³¹czenia piwa z naturalnym syropem z truskawek.";6,19
"856";"Za Miastem B³ogi stan- But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-blogi-stan-but-05l-2/";"6.0";"15";"IPA";"Pe³na, aromatyczna i soczysta IPA. Œrednia goryczka. Niefiltrowane. WyraŸny smak, a tak¿e aromat owoców tropikalnych dziêki chmieleniu na zimno z wykorzystaniem czterech gatunków chmielu z Nowej Zelandii. OrzeŸwiaj¹ce i bardzo pijalne.";10,49
"857";"Za Miastem Cicha noc- But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-cicha-noc-but-05l-2/";"5.8";"16";"Stout";"Tradycyjny mleczny stout z kakaowcem. Czarny, z kremow¹ trwa³¹ pian¹. £¹czy delikatn¹ s³odycz, ale i subteln¹ goryczkê. W aromacie wyraŸne kakao, mleczna czekolada i kawa z mlekiem. Pe³ne, g³adkie. Delikatna goryczka i s³odycz, wyraŸny smak kakao i mlecznej czekolady, dziêki wykorzystaniu s³odów specjalnych, a tak¿e ³uski kakaowca i laktozy.";9,99
"858";"Za Miastem Dobra Noc- But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-dobra-noc-but-05l-2/";"5.8";"15";"Stout";"Tradycyjne piwo z wysp brytyjskich. Sesyjne, g³adkie z umiarkowan¹ goryczk¹. Barwa ciemna, niemal czarna, a tak¿e gêsta kremowa piana. Posiada charakterystyczny aromat i smak pra¿onego ziarna z nutami kawy i gorzkiej czekolady.";9,59
"859";"Za Miastem Dobrze jest – But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-dobrze-jest-but-05l-2/";"5.6";"14";"IPA";"Bia³a IPA, czyli po³¹czenie stylu IPA z piwem pszenicznym. Delikatna goryczka, pe³nia, g³adkoœæ. Z³o¿ony aromat i smak (owoce tropikalne, kwiaty, owoce, zio³a) dziêki u¿yciu trzech ró¿nych zbó¿, piêciu odmian chmielu oraz herbaty Sencha.";9,99
"860";"Za Miastem Dzieñ wolny- But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-dzien-wolny-but-05l-2/";"5.6";"12.5";"Pszeniczne";"Tradycyjne piwo pszeniczne. Niefiltrowane, naturalnie mêtne. Œwie¿e i delikatne, ale z lekk¹ goryczk¹. Przyjemny aromat bananów i goŸdzików to efekt u¿ycia du¿ej iloœci s³odu pszenicznego i specyficznych dro¿d¿y górnej fermentacji.";7,98
"861";"Za Miastem Lekkoœæ Bytu – But. 0.5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-lekkosc-bytu-but-0-5l/";"4.8";"11.5";"Pils";"Klasyczne piwo pilsner z polskimi chmielami. Z³ote, goryczkowe, zbalansowane, aromatyczne. Pe³ne i orzeŸwiaj¹ce. WyraŸnie chmielone dwoma rodzajami chmielu odmian goryczkowych (Iunga) i aromatycznych (Lubelski). Chmiele nada³y piwu wyraŸn¹ goryczkê, a tak¿e z³o¿ony aromat – ¿ywiczny, korzenny, kwiatowy, zio³owy.";8,49
"862";"Za Miastem Pe³en luz- But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-pelen-luz-but-05l/";"6.5";"16";"Black IPA, IPA";"Solidne piwo o z³o¿onym aromacie i smaku. Czarne, z gêst¹ pian¹. W zapachu wyraŸne nuty chmielowe – ¿ywiczne, zio³owe, a tak¿e cytrusowe. W smaku zrównowa¿one – ³¹czy siln¹ chmielow¹ gorycz z kompozycj¹ palonych s³odów.";9,99
"863";"Za miastem Si³a woli Wêdzona œliwka 0,33l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-sila-woli-wedzona-sliwka-033l-2/";"10.0";"22";"Porter";"Piwo bogate, rozgrzewaj¹ce, idealne na d³ugie wieczory. D³ugo dojrzewaj¹ce. Le¿akowane z suszon¹, podwêdzan¹ œliwk¹ (Suska Sechloñska). Z³o¿ony aromat i bogaty smak: suszone owoce, karmel, pra¿one ziarno, kawa, czekolada, a tak¿e wêdzona œliwka.";12,99
"864";"Za Miastem S³oneczny dzieñ – But. 0,5l";"Popularne";"https://ipiwo.pl/produkt/za-miastem-sloneczny-dzien-but-05l/";"4.8";"12.4";"Pszeniczne";"Klasyczne piwo pszeniczne z egzotycznymi owocami. Naturalnie mêtne, z mocn¹, gêst¹ pian¹. Aromat mango ³¹czy siê harmonijnie z aromatem bananów dziêki u¿yciu przecieru z owoców oraz pracy dro¿d¿y. W smaku lekko s³odkie i kwaskowe z delikatn¹ goryczk¹, a tak¿e wyraŸnym smakiem mango i marakui. Bardzo orzeŸwiaj¹ce.";9,48
"865";"Za Miastem Spotkanie przyjació³ 0,5l";"Nowoœci w Butelce";"https://ipiwo.pl/produkt/za-miastem-spotkanie-przyjaciol-05l/";"7.0";"16.5";"KoŸlak";"Tradycyjny europejski styl piwa, którego korzenie siêgaj¹ trzynastego wieku. Znane w Niemczech jako Bock. Piwo ciemno-bursztynowe, z³o¿one, ale i bogate, syc¹ce, mocne. WyraŸny aromat s³odowy, z nutami razowego chleba, orzechów, równie¿ ciemnych suszonych owoców. Z³o¿ony, bogaty smak s³odowy, z nutami skórki ciemnego chleba i tostów. Goryczka œrednio-niska.";11,99
"866";"Za Miastem Strefa relaksu 0,5l";"Nowoœci w Butelce";"https://ipiwo.pl/produkt/za-miastem-strefa-relaksu-05l/";"5.8";"15";"Stout";"Stout z dodatkiem wanilii oraz chilli. Rozgrzewaj¹cy. Piwo czarne z umiarkowan¹ goryczk¹. WyraŸne nuty kawy, ale i gorzkiej czekolady, pra¿one ziarna. Dodatek przypraw wzbogaci³ jego smak i aromat.";9,99
"867";"Za Miastem Uœmiech losu – But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-usmiech-losu-but-05l/";"4.2";"10";"Owocowe, Sour";"Piwo górnej fermentacji o intryguj¹cym kolorze i niskiej goryczce, niezwykle orzeŸwiaj¹ce. Do piwa dodaliœmy soki z wiœni i aronii. Dziêki temu otrzymaliœmy g³êboki owocowy aromat oraz przyjemny, soczysty, kwaœny smak.";8,99
"868";"Za Miastem Wieczorow¹ por¹ – But. 0,5l";"Za miastem";"https://ipiwo.pl/produkt/za-miastem-wieczorowa-pora-but-05l/";"6.0";"15";"IPA";"Ciemnoz³ote, wyraŸnie chmielowe, gorzkie, wytrawne, a tak¿e pe³ne piwo. S³ody jêczmienne i ¿ytni po³¹czyliœmy z piêcioma odmianami chmielu. ¯yto nadaje aromat oraz smak chleba i przypraw, a chmiele goryczkê i aromaty owoców tropikalnych, cytrusów i ¿ywicy.";9,99
"869";"Zatecky Gus Svetly – But. 0,48l";"Zagraniczne";"https://ipiwo.pl/produkt/zatecky-gus-svetly-but-048l/";"4.6";"11";"Lager";"Žatecký Gus – jasny lager o lekkim, tradycyjnym smaku. Piwo warzone wed³ug oryginalnej receptury z dodatkiem s³ynnego chmielu zateckiego (Saaz). Chmiel daje piwu specyficzny aromat i ³agodn¹ goryczkê. ¯atecki chmiel roœnie w okilcach miasta Žatec, w pó³nocnych Czechach – uprawiany od ponad 700 lat.";5,49
"870";"Zestaw Funky Fluid – 6 piw – puszka 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/zestaw-funky-fluid-24-piwa-puszka/";"4.4";NA;"NEIPA, Sour, West Coast IPA, Gose, IPA";"Produkty w pakiecie :


FUNKY FLUID RESPECT YOUR ELDERS 0,5L PUSZKA. Urodzinowa kooperacja z browarem PINTA. Bezkompromisowy, podwójny West Coast o mocnej, ale przyjemnej i krótkiej goryczce. Chmielone klasycznym zestawem, czyli Simcoe, Citra, Amarillo, Chinook & Columbus.
FUNKY FLUID SWEET SCREAM 0,5L PUSZKA. Double Milkshake IPA do którego dodaliœmy du¿e iloœci mango, bananów, kokosa, pra¿onych pistacji, sezamu, skórek pomarañczy, a ca³oœæ dodatkowo doprawiliœmy sokiem z cytryn i laktoz¹.
FUNKY FLUID PASSION SOUR 0,5L PUSZKA. Lekkie, kwaœne, a tak¿e bardzo owocowe piwo z dodatkiem marakui i brzoskwiñ, którego wysoka pijalnoœæ sprawia, ¿e z przyjemnoœci¹ siêgniesz po nastêpny ³yk.
FUNKY FLUID ACHTUNG – 0,5L PUSZKA. Po³¹czenie dwóch œwiatów – piwo uwarzone wspólnie przez Onara i Funky Fluid, z okazji premiery p³yty Achtung. Soczyste New England IPA nachmielone odmian¹ Sabro, znan¹ ze swojego niesamowicie kokosowo-ananasowego aromatu.
FUNKY FLUID HOLIDAY 0,5L PUSZKA. Soczysta NEIPA, w której za aromat odpowiadaj¹ odmiany Citra, Mosaic i Azacca o intensywnych tropikalno-cytrusowych nutach.
FUNKY FLUID FRUITZILLA 0,5L PUSZKA. Urodzinowa kooperacja z browarem Monsters. Soczyste gose, do którego szczodrze dodaliœmy jagodê kamczack¹, wiœniê, czerwon¹ porzeczkê oraz sól himalajsk¹. Potwornie orzeŸwiaj¹ce!";76,93
"871";"Zestaw Funky Fluid Gelato – 6 piw – puszka";"Funky Fluid";"https://ipiwo.pl/produkt/zestaw-funky-fluid-gelato-6-piw-puszka/";"4.4";NA;"Owocowe";"Produkty w pakiecie :


FUNKY FLUID DOUBLE GELATO MANGO LASSI 0,5L. W tym inspirowanym napojem na bazie jogurtu i mango kwaœnym piwie u¿yliœmy du¿e iloœci mango, które nastêpnie uzupe³niliœmy kardamonem, sol¹ i limonk¹.
FUNKY FLUID GELATO DOUBLE FRUGTSALAD 0,33L. S³odko-kwaœne piwo inspirowane intensywnymi, w³oskimi lodami. Do³adowane po sufit jagodami, bananami, kiwi, ziarnami kakaowca, migda³ami, a tak¿e wanili¹. Uwarzone z legend¹ piwowarstwa – duñskim browarem Mikkeller.
FUNKY FLUID GELATO FREE COFFEE PASSION FRUIT. S³odko-kwaœne piwo inspirowane intensywnymi w³oskimi lodami. Do³adowane po sufit marakuj¹, mango oraz dodatkowo kolumbijsk¹ kaw¹ Los Hermanos Caturra Natural dostarczon¹ przez warszawsk¹ palarniê HAYB.";74,94
"872";"Zestaw Funky Fluid Splash – 6 piw – puszka";"Funky Fluid";"https://ipiwo.pl/produkt/zestaw-funky-fluid-splash-6-piw-puszka/";"4.4";NA;"Owocowe";"Produkty w pakiecie :


FUNKY FLUID SPLASH PASSIONFRUIT 0,5L PUSZKA – Podwójnie owocowe gose z marakuj¹. Bez dodatku laktozy.
FUNKY FLUID SPLASH: LEMON & RED GRAPEFRUIT 0,5L – Lekkie (3,6% alkoholu), wytrawne, a tak¿e mocno kwaœne. Double Fruited Gose z du¿¹ iloœci¹ soków z cytryny i czerwonego grejpfruta, które œci¹gnêliœmy do tego piwa z Portugalii. Splash w zamyœle ma byæ uzupe³nieniem naszej oferty owocowych kwasów, a tak¿e jako alternatywa dla Gelato – l¿ejsze, bardziej wytrawne/kwaœne, bez laktozy/cukierniczych dodatków.";68,94
"873";"Zestaw Funky Garden vol. 10 – 6 piw – butelka 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/zestaw-funky-fluid-funky-garden-vol-10-kellerbier-6-piw-butelka-05l/";"4.4";NA;"inne";"Produkty w pakiecie :



FUNKY FLUID FUNKY GARDEN VOL. 10 KELLERBIER 0,5L – Bawarski styl dolnej fermentacji, piwo niefiltrowane, mêtne, z zaznaczonym aromatem s³odowym, a tak¿e chmielowym. Uwarzone z okazji 3 browaru Funky Fluid";55,74
"874";"Zestaw Komes Porter – 4 piwa – butelka 0,5l";"Fortuna";"https://ipiwo.pl/produkt/zestaw-komes-porter-4-piwa-butelka-05l/";"4.4";NA;"Porter";"Produkty w pakiecie :

KOMES PORTER MALINOWY 0,5L B/ZWR – KOMES PORTER MALINOWY to ciemne piwo dolnej fermentacji uwarzone z dodatkiem soku owocowego. Le¿akowane z wanili¹ “Bourbon” z Madagaskaru, a tak¿e indyjskimi papryczkami chili. W aromacie i smaku odnajdziemy nuty czekoladowe oraz s³odycz maliny i wanilii prze³amane papryczek chili. Dziêki dodatkowi soku malinowego oraz le¿akowaniu z egzotycznymi dodatkami piwo zyska³o nowego wymiaru.
KOMES PORTER P£ATKI DÊBOWE 0,5L B/ZWR – KOMES PORTER BA£TYCKI P£ATKI DÊBOWE to ciemne piwo dolnej fermentacji. Zawdziêcza swój z³o¿ony i bogaty profil palonym s³odom, a tak¿e le¿akowaniu z p³atkami francuskiego dêbu. Aromat i smak piwa ³¹czy nuty czekoladowo-kawowe z szlachetnymi akcentami drzewnymi. P³atki dêbowe wytwarzane z szlachetnych odmian francuskich dêbów wykorzystywanych w bednarstwie. Dodane w fazie le¿akowania nadaj¹ Porterowi Ba³tyckiemu unikalnego charakteru.
KOMES PORTER SHERRY OLOROSO 0,5L B/ZWR – KOMES PORTER BA£TYCKI SHERRY OLOROSO to limitowana edycja naszego medalowego porteru ba³tyckiego. Tym razem piwo by³o le¿akowane przez d³ugie miesi¹ce z p³atkami pochodz¹cymi z beczki po Sherry Oloroso. Sherry Oloroso – jedna z odmian s³ynnego, wzmacnianego wina z hiszpañskiego regionu Jerez. P³atki z beczki po s³odkim sherry odda³y piwu akcenty drzewne i waniliowe. Ale przede wszystkim nutê wina oraz delikatny owocowy bukiet z wiœni¹ na czele.
KOMES PORTER BA£TYCKI 0,5L B/ZWR – KOMES PORTER to kawa³ historii, nawi¹zuje do XVIII-wiecznej tradycji picia porterów w krajach nadba³tyckich. O ich popularnoœci niech œwiadczy fakt, ¿e w latach œwietnoœci stanowi³y trzeci¹ czêœæ rynku. W Twoje rêce sk³adamy œwietnie zrównowa¿one, ciemne mocne piwo o zdecydowanym smaku. Powolna fermentacja w niskiej temperaturze w otwartych kadziach oraz d³ugie, przynajmniej 3-miesiêczne le¿akowanie pozwoli³y piwu nabraæ charakteru i osi¹gn¹æ pe³niê swej z³o¿onej natury. Bukiet Portera dojrzewa równie¿ w butelce. Czas mu sprzyja.";37,95
"875";"Zestaw Porter – 4 piwa – butelka 0,5l";"Staropolski";"https://ipiwo.pl/produkt/zestaw-porter-4-piwa-butelka-05l/";"4.4";NA;"Porter";"Produkty w pakiecie :

STAROPOLSKI PORTER BA£TYCKI- BUT. 0,5L – Porter ba³tycki uwarzony przez Browar Staropolski ze Zduñskiej Woli. Sekretem prawdziwego portera jest d³ugi okres le¿akowania. W zwi¹zku z tym piwo które trzymasz w rêkach, spêdzi³o 180 dni g³êboko pod powierzchni¹ ziemi w piwnicach Browaru Staropolskiego.
STAROPOLSKI PORTER CHERRY- BUT. 0,5L – Porter uwarzony w stylu Pastry Sour. To po³¹czenie ciemnego aromatycznego piwa z nutami owocowo – deserowymi, które przywodz¹ na myœl s³odki, ale równie¿ i orzeŸwiaj¹cy deser. Przeplataj¹ siê w nim s³odko – kwaœne nuty, idealnie siê balansuj¹c i tworz¹c zaskakuj¹c¹ kompozycjê smakow¹. Aromaty owocowe, czy deserowe, wyœmienicie komponuj¹ siê z Porterem Ba³tyckim.
STAROPOLSKI PORTER IRISH COFFEE 0,5L – Porter Irish Coffee jest ciemnym piwem dolnej fermentacji. D³ugo le¿akowany, dziêki czemu zyskuje bogaty i g³êboki aromat oraz smak obfituj¹cy w nuty palonego s³odu, czekolady, kawy, czy cherry. Gêsty i kremowy, idealnie komponuje siê z delikatnym aromatem kawy, œmietanki i whiskey z irlandzkiej Irish Coffee.
STAROPOLSKI PORTER RUM – BUT. 0,5L – Korzenie Portera Ba³tyckiego siêgaj¹ Wielkiej Brytanii. Nazwa “porter” wywodzi siê od angielskiego s³owa “tragarz”. To w³aœnie tragarze byli najwiêkszymi smakoszami tego piwa. Oprócz wyj¹tkowego smaku, mia³o równie¿ dobr¹ cenê. Z czasem stworzono mocniejsz¹ wersjê piwa, czyli Stout Porter, który zyska³ du¿e uznanie nie tylko na Wyspach Brytyjskich, ale równie¿ w Imperium Rosyjskim.";42,93
