"";"name";"brewery";"beer_link";"alc";"exctract";"type";"desc";"price"
"799";"Trzech Kumpli Blackcyl Triple 0,5l";"Nowoœci w Butelce";"https://ipiwo.pl/produkt/trzech-kumpli-blackcyl-triple-05l/";"9.0";"21";"Black IPA";"Blackcyl, czyli nasze codzienne Black IPA to piwo bogate w aromaty sosnowe, cytrusowe i zio³owe. Komplementowane czekoladow¹ nut¹ pochodz¹c¹ z ciemnego s³odu. Warzymy je nieprzerwanie od 2015 roku. Na przestrzeni lat doczeka³o siê ono ju¿ kilku wersji. Intensywniejszej, czyli Blackcyl Double oraz wariacji z zestem cytrusowym – Blackcyl Special Edition. Nie mogliœmy sobie jednak odmówiæ dalszych prac nad intensywnoœci¹ doznañ. Postanowiliœmy Blackcyla jeszcze bardziej zimperializowaæ. Tak powsta³ Triple Blackcyl. Aksamitne i soczyste piwo, w którym skupiliœmy siê mniej na wyci¹ganiu mocy alkoholowej z wy¿szego ekstraktu, a bardziej na zbudowaniu potê¿nego – dos³ownie ociekaj¹cego smakiem chmielu i pra¿onego s³onecznika – piwnego cia³a. Oczekujcie nut ¿ywicznych, sosnowych, ale i delikatnie przebijaj¹cej siê nuty kokosa pochodz¹cej od chmielu Sabro.";16,69
"800";"Trzech Kumpli Califia 0,5l puszka";"Nowoœci w puszce";"https://ipiwo.pl/produkt/trzech-kumpli-califia-05l-puszka/";"7.0";"16.5";"West Coast IPA";"Califia to klasyczne amerykañskie India Pale Ale Zachodniego Wybrze¿a USA. Jasne, mocno wytrawne, solidnie chmielone i obfite w alkoholow¹ moc. Jej urzekaj¹cy aromat pochodzi od wspania³ych amerykañskich chmieli. Dziêki nim odrodzi³o siê amerykañskie piwowarstwo rzemieœlnicze, a jego wp³ywy dotar³y do Europy.";11,69
"801";"Trzech Kumpli Demode – But. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-demode-but-05l/";"8.1";"21";"KoŸlak";"Demode, czyli nasz doppelbock, uwarzyliœmy w kooperacji z Browarem £añcut. Podwójny koŸlak to piwo z korzeniami w œredniowiecznych klasztorach, gdzie mia³o zapewniæ mnichom solidn¹ dawkê pokrzepienia cielesnego w okresach postu. W obecnej chwili jest to piwo kontrrewolucyjne, gdy¿ pierwsze skrzypce graj¹ w nim posmaki s³odowe, chlebowe. A “król” chmiel – zdegradowany do roli statysty. Spróbuj niemodnego koŸlaka, piwo robione ze s³odu!";16,99
"802";"Trzech Kumpli Dubbel 0,33l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-dubbel-033l/";"8.0";"18";"Belgijskie";"Uwarzyliœmy trzy piwa w klasycznych belgijskich stylach, przez które zakochaliœmy siê w piwnym œwiecie bez pamiêci. Dubbel, Tripel i Quadrupel tworz¹ “belgijski tryptyk” Trzech Kumpli. Otwieraj¹cy seriê Dubbel to piwo bursztynowe, lekko zamglone, o z³o¿onym aromacie pochodz¹cym z pracy belgijskich dro¿d¿y i bogatej mieszanki s³odów. Poczujecie wêdzone œliwki, rodzynki, ale te¿ suszone wiœnie przeplatane aromatami karmelowymi i tostowymi. Ca³oœæ spina lekko przyprawowo-pieprzowy akcent i mi³a s³odowa pe³nia. Uwa¿ajcie, bo to piwo jest zdradliwie mocne! Koniecznie spróbujcie tak¿e pozosta³ych piw z belgijskiej serii.";9,99
"803";"Trzech Kumpli Gose Saute 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-gose-saute-05l-2/";"4.9";"12.5";"Gose";"Gose to lekkie, pszeniczne, s³ono-kwaœne piwo. Narodzi³o siê w Dolnej Saksonii i prawie wyginê³o jako styl piwny na pocz¹tku XX w. Dopiero u zarania dwudziestego pierwszego stulecia staraniem ma³ych niemieckich browarów rzemieœlniczych zaczê³o wracaæ do ¿ywych. Historycznie Gose by³o piwem fermentacji spontanicznej, a wiêc przeprowadzanej przez dzikie dro¿d¿e. Legenda g³osi, ¿e swój s³ony smak zawdziêcza³o charakterystycznemu profilowi wody rzeki Gose przep³ywaj¹cej przez miasto Goslar. Klasyczne Gose, które trzymasz w rêku, w aromacie prezentuje charakterystyczny owocowo-jogurtowy miszmasz – to sprawka fermentacji bakteryjnej. Smak zaœ, to intryguj¹cy miks smaków: s³onego, gorzkiego i kwaœnego. Dok³adnie tak – Gose to piwo s³one! Jeœli dodamy do tego, ¿e przyprawiane jest ziarnami kolendry, to czy ten zestaw wystarczy, by uznaæ je za co najmniej warte spróbowania?";11,49
"804";"Trzech Kumpli Grodziskie 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-grodziskie-05l-2/";"2.9";"8";"inne";"Grodziskie to jedyny na œwiecie styl o pochodzeniu ca³kowicie polskim. Jego mini ojczyzna to Grodzisk Wielkopolski, gdzie by³o warzone najprawdopodobniej ju¿ od Œredniowiecza. Jest to bardzo jasne, ponadprzeciêtnie lekkie piwo o charakterystycznym aromacie wêdzonego s³odu, lekko kwaskowym profilu i bardzo ¿ywym nagazowaniu. Goryczka jest niska, ale to tylko podnosi jego walory orzeŸwiaj¹ce. Nie bez kozery nazwano je niegdyœ szampanem pó³nocy.";7,49
"805";"Trzech Kumpli Idiota RIS 0,33l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-idiota-ris-033l-kopia/";"10.5";"28";"Russian Imperial Stout";"Idiota to nasz pierwszy Russian Imperial Stout. Jest dok³adnie taki jak chcieliœmy – z³o¿ony, mocny, ale jednoczeœnie g³adki, oleisty i super pijalny. Aromat i smak tego piwa to pl¹tanina dorównuj¹ca z³o¿onoœci¹ rosyjskiej historii. Kawa, czekolada, toffi, lukrecja, orzechy, melasa, runo leœne, ciemne suszone owoce, a na dok³adkê chmielowa ¿ywicznoœæ. Zalecamy piæ ma³ymi ³yczkami zachowuj¹c ostro¿noœæ.";16,29
"806";"Trzech Kumpli Igrok – But. 0,33l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-igrok-but-033l/";"10.5";"28";"Russian Imperial Stout";"Igrok to nasz “bazowy” RIS. Czyli Idiota, który powêdrowa³ na kilkanaœcie miesiêcy do beczek po bourbonie (Jacku Danielsie oraz Woodfordzie). Proces le¿akowania w niskich temperaturach nada³ mu dêbowego charakteru, wyg³adzi³ jego zadziornoœæ i doda³ s³odkich, nieco waniliowych nut charakterystycznych dla bourbonu. Igrok to piwo na d³u¿sz¹ kontemplacjê, ale zdradliwie pijalne. Zalecamy ostro¿noœæ:)";29,99
"807";"Trzech Kumpli Knotty – But. 0,5l";"Promocje";"https://ipiwo.pl/produkt/trzech-kumpli-knotty-but-05l/";"5.8";"14";"Lager";"W mieœcie – ikonie zachodniego wybrze¿a USA, czyli San Francisco najwiêksze wra¿enie zrobi³a na nas nieprawdopodobna pl¹tanina kabli, zawieszona na s³upach, które na oko mog¹ mieæ ze 150 lat! Zrozumia³e jest wiêc, ¿e piwo inspirowane “Miastem nad Zatok¹” te¿ musia³o w sobie mieszaæ ro¿ne w¹tki, wp³ywy i inspiracje. Knotty jest wytrawne i solidnie goryczkowe, bez tego nie ma “westcoasta”. Do kot³a i do tanka wrzuciliœmy bogat¹ mieszankê chmieli z USA, z Australii, z Nowej Zelandii i z Niemiec. W aromacie mieszaj¹ siê wiêc nuty od ziemistych i ¿ywicznych, poprzez cytrusy, tropiki, na bia³ym winie koñcz¹c. Zreszt¹, sami odpl¹tujcie ten wêze³ smaków i aromatów!
TERMIN PRZYDATNOŒCI DO SPO¯YCIA: 10.02.2022";10,98
"808";"Trzech Kumpli Lager niemiecki – But. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-lager-niemiecki-but-05l-2/";"5.3";"12.5";"Lager";"Piwowarska klasyka na najlepszych sk³adnikach zza Odry. Czyli bardzo jasnych s³odach jêczmiennych oraz trzech odmianach chmielu: Spalt Select, Polaris i Saphir. Po tym “dolniaku” spodziewaæ siê mo¿na jasnego koloru, obowi¹zkowego klaru, s³odkich aromatów s³odu pilzneñskiego oraz zio³owo-ziemistych nut szlachetnych chmieli. Piwo ma tak¿e solidn¹, ale nieprzesadzon¹ gorycz.";9,99
"809";"Trzech Kumpli Misty 0,5l puszka";"Nowoœci w puszce";"https://ipiwo.pl/produkt/trzech-kumpli-misty-05l-puszka/";"5.5";"15";"IPA";"Jest to najciekawszy trend we wspó³czesnej IPA. Najbli¿szy naszym gustom, pokazuj¹cy to, co najlepsze w amerykañskim chmielu i amerykañskiej fantazji piwowarskiej. Misty ma szansê zostaæ ulubionym India Pale Ale w naszej ekipie. Tym razem inspiracj¹ dla nas by³ dorobek piwowarów z Nowej Anglii w USA.";11,49
"810";"Trzech Kumpli Misty- But. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-misty-05l/";"5.5";"15";"IPA";"Jest to najciekawszy trend we wspó³czesnej IPA, najbli¿szy naszym gustom, pokazuj¹cy to, co najlepsze w amerykañskim chmielu i amerykañskiej fantazji piwowarskiej. Misty ma szansê zostaæ ulubionym India Pale Ale w naszej ekipie. Tym razem inspiracj¹ dla nas by³ dorobek piwowarów z Nowej Anglii w USA. Trzy gatunki amerykañskiego chmielu graj¹ w nim pierwsze skrzypce daj¹c soczyst¹ owocowoœæ, zarówno w aromacie, jak i w smaku. Najpierw natkniesz siê na grejpfruty, mango, liczi, limonki, ale te¿ na agrest, bia³¹ porzeczkê i – nie ¿artujemy – bia³e wino. A potem dojdzie do Ciebie, bardzo g³adka, lekko zio³owa gorycz. To wszystko zepnie w ca³oœæ aksamitna pe³nia, pochodz¹ca od pszenicy i owsa, bez których to piwo nie by³oby takie samo. Wspó³czesna IPA. I jesteœmy na czasie!";11,69
"811";"Trzech Kumpli Nesta – But. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-nesta-but-05l/";"6.0";"16.5";"Stout";"Foreign Extra Stout to styl bardzo pojemny i ró¿nie przez piwowarów interpretowany. W naszym podejœciu spodziewajcie siê aromatów palonego zbo¿a, czekolady, kawy. A tak¿e owocowoœci, p³yn¹cej z pracy dro¿d¿y, które tym razem zasuwa³y w nieco wy¿szej temperaturze ni¿ w innych naszych piwach. Tutaj nie ma amerykañskich, nowozelandzkich czy australijskich chmieli, których mo¿na spodziewaæ siê po nazwie stylu. Tym razem “tropical” nie znaczy nic innego jak geograficzny region, sk¹d wywodzi siê styl, a raczej wariacja stylu “FES”. Etykieta wygl¹da znajomo? Na pewno, bo zaliczamy Nesta do tej samej paczki, co Rusty i Oaty – stylów piwnych nieco zapomnianych, ale jak¿e potrzebnych na rynku zdominowanym przez styl IPA. Jak w innych piwach tej serii, Nesta to piwo wysycone azotem, a nie dwutlenkiem wêgla. Dziêki azotowi piwo staje siê bardziej aksamitne i cieszy oko oraz podniebienie piêkn¹, drobnopêcherzykow¹ pian¹. Koniecznie nalewajcie je z impetem, by uzyskaæ w³aœnie taki efekt!";9,99
"812";"Trzech Kumpli Oaty- But. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-oaty-05l/";"5.5";"15.5";"Stout";"Chcieliœmy uwarzyæ ciemne piwo, które nie bêdzie ani za gorzkie, ani za s³odkie, ani za wytrawne, ani za pe³ne. Takie, które palonoœci bêdzie mia³o w sam raz, cia³a – czyli charakterystycznej piwnej konsystencji – w punkt. Goryczy natomiast tylko tyle, by zrównowa¿yæ s³odow¹ s³odycz. Zaœ wszystkich tych rzeczy, które lubimy – czekolady, kawy, orzechów, suszonych owoców – w bród! Jeœli jeszcze dodamy cudown¹ kremow¹ konsystencjê pochodz¹c¹ od du¿ej iloœci p³atków owsianych, to chyba mamy przepis na idealnie zbalansowane ciemne piwo.";8,49
"813";"Trzech Kumpli Pan Ipani 0,5l puszka";"Nowoœci w puszce";"https://ipiwo.pl/produkt/trzech-kumpli-pan-ipani-05l-puszka/";"6.0";"16.5";"IPA";"To nasz okrêt flagowy i najwiêksza duma. Pan IPAni to doskona³e piwo na pocz¹tek przygody ze stylem India Pale Ale. Oraz na pierwsze zetkniêcie siê ze zniewalaj¹co aromatycznymi amerykañskimi chmielami.";11,99
"814";"Trzech Kumpli Pan Ipani Triple 0,5l";"Popularne";"https://ipiwo.pl/produkt/trzech-kumpli-pan-ipani-triple-05l-2/";"8.0";"21";"IPA";"Pan IPAni to z ca³¹ pewnoœci¹ nasze najbardziej rozpoznawalne i najczêœciej nagradzane piwo. Nie dziwi wiêc, ¿e mamy jego podwójn¹ wersjê, czyli Pan IPAni Double. Obie pozycje zyska³y Wasze uznanie i zachêci³y nas do dalszych poszukiwañ, efektem których jest Pan IPAni Triple, czyli potrojona wersja naszego flagowca. IPA przygotowaliœmy specjalnie z okazji pi¹tej rocznicy pierwszej warki Pan IPAni. ¯eby dodaæ piwu “pikanterii” oprócz chmieli z USA, dodaliœmy te¿ trochê sk³adników z Nowej Zelandii i Australii. Oczekujcie jeszcze wiêkszego owocowego aromatu oraz tropikalnej soczystoœci w smaku. Nalewajcie do szklanki koniecznie z osadem z dna butelki!";15,99
"815";"Trzech Kumpli Pia – But. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-pia-05l-2/";"4.4";"12.5";"IPA";"Na pocz¹tku jest nowicjuszem pia, by w miarê uczenia siê osi¹gn¹æ wy¿szy poziom i staæ siê taura w tradycyjnej szkole ezoterycznej. Oczywiœcie nie bêdziemy Wam robiæ wyk³adu z kultury maoryskiej. Ale parê s³ów o cudownych w³aœciwoœciach nowozelandzkiego chmielu ju¿ napiszemy. W Pia za niecodzienny aromat kokosa, limonki oraz kiwi odpowiedzialne s¹ w³aœnie chmiele uprawiane w odleg³ej Nowej Zelandii. Postanowiliœmy uwarzyæ bardzo proste piwo. Bêdzie ono wstêpem w zapieraj¹cy w dech w piersiach klimat chmielowych upraw z Kraju D³ugiej Bia³ej Chmury. Gdy uporacie siê ju¿ z niespodziank¹ w aromacie i weŸmiecie pierwszy ³yk zaskoczy Was odczucie soczystoœci tropikalnych owoców. Zakoñczy je krótka przyjemna gorycz, z któr¹ nie chcieliœmy przesadzaæ. Niska zawartoœæ alkoholu, zw³aszcza jak na styl IPA, czyni je piwem wyj¹tkowo sesyjnym. Oczywiœcie nie u¿yliœmy ¿adnych owoców, dodatków ani aromatów, chmiele wykona³y dostatecznie dobr¹ robotê.";10,98
"816";"Trzech Kumpli Piece of Cake 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-piece-of-cake-05l/";"6.0";"14";"IPA";"To IPA w wersji lekkiej, inaczej – sesyjnej. Chcieliœmy uzyskaæ piwo treœciwe, ale jednoczeœnie bardzo pijalne, które nie zbija z nóg jak “tradycyjna”, mocniejsza IPA. Po prostu mo¿na go wypiæ kilka szklanek z rzêdu. Aromat mandarynek, grejpfrutów, a tak¿e jagód harmonijnie ³¹czy siê w nim z nutami ¿ywicznymi i runa leœnego. Œmia³a cytrusowa goryczka i umiarkowana moc alkoholowa nie dominuj¹ piwa, jedynie przypominaj¹, ¿e ma siê do czynienia z IPA. Jasno z³ote, lekko zamglone, o kremowej pianie. Piece of Cake to œwietne piwo do rozpoczêcia flirtu z aromatycznymi amerykañskimi IPA. Ciê¿ko w to uwierzyæ, jak bardzo aromatyczny mo¿e byæ chmiel!";9,99
"817";"Trzech Kumpli Pils 0,5l puszka";"Nowoœci w puszce";"https://ipiwo.pl/produkt/trzech-kumpli-pils-05l-puszka/";"4.4";"10.5";"Pils";"Ka¿dy, kto zna piwo zna równie¿ pilsa. Nie musimy zatem pisaæ d³ugich wstêpów przed degustacj¹.";8,99
"818";"Trzech Kumpli Pils- But. 0,5l";"Popularne";"https://ipiwo.pl/produkt/trzech-kumpli-pils-but-05l/";"4.4";"10.5";"Pils";"Ka¿dy, kto zna piwo zna równie¿ pilsa. Nie musimy zatem pisaæ d³ugich wstêpów przed degustacj¹. S³omkowy kolor, klarowny wygl¹d, œnie¿nobia³a, mleczna piana, zdecydowana, ale krótka i przyjemna gorycz oraz aromat jasnych s³odów w parze ze szlachetnymi chmielami niemieckimi i czeskimi. To bardzo klasyczne, codzienne piwo. Wierzymy, ¿e w naszym wydaniu po prostu solidnie wykonane";8,99
"819";"Trzech Kumpli Porter Ba³tycki- But. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-porter-baltycki-but-05l/";"8.0";"20";"Porter";"Porter Ba³tycki to piwowarski skarb krajów basenu Morza Ba³tyckiego. Nazywany czarnym z³otem. W aromacie przywita Ciê s³odkimi nutami lukrecji, karmelu, czekolady i melasy, zaœ w smaku do³o¿y cudown¹ pe³niê i rozgrzewaj¹cy alkohol. Zwieñczeniem bêdzie umiarkowana gorycz z polskich klasycznych chmieli, która domknie ca³oœæ, tworz¹c z tego piwa idealny trunek deserowy.";11,49
"820";"Trzech Kumpli Quadrupel- But. 0,33l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-quadrupel-but-033l/";"12.5";"24";"Belgijskie";"G³êboko miedziane, o wielowymiarowym aromacie pochodz¹cym z pracy belgijskich dro¿d¿y i bogatej kompozycji s³odów. Wyczuwalna woñ wêdzonej œliwki, rodzynek, ale te¿ suszonych wiœni i moreli przeplatana jest aromatami porto i cherry. W miarê ogrzewania siê piwa mo¿na w nim rozpoznaæ coraz wiêcej cech wina, zarówno w smaku, jak i aromacie. By nie skoñczyæ degustacji przedwczeœnie, zalecamy piæ ma³ymi ³yczkami. Jest bardzo mocne.";32,39
"821";"Trzech Kumpli Ragnar 0,33l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-ragnar-033l/";"10.4";"26";"Porter";"Z Porterem Ba³tyckim, a tym bardziej z jego imperialn¹ wersj¹, ³atwo nie jest. Stawka jest doœæ wysoka i sprowadza siê do prostego stwierdzenia – albo grubo, albo wcale. To piwo po prostu MUSI byæ bardzo dobre, w przeciwnym wypadku zwyczajnie nie ma sensu, by istnia³o. Super mocny ekstrakt startowy 26 stopni w skali Plato, masa czekoladowych i palonych s³odów, sporo rozgrzewaj¹cego, ale u³o¿onego alkoholu, zdecydowana gorycz, kawa, czekolada, orzechy, suszone œliwki i dogaduj¹ca siê z ca³ym tym bogactwem odwa¿na gorycz, ale nie taka, co na koñcu zdepcze wszystko, tylko taka, która ³adnie wszystko zepnie. Teoriê ka¿dy piwowar i konsument zna, prawda?";15,29
"822";"Trzech Kumpli Rauchdoppelbock 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/rauchdoppelbock/";"8.0";"21";"KoŸlak";"Tak jest nasi kochani! Uwarzyliœmy Rauchdoppelbocka, czyli wêdzonego podwójnego koŸlaka. Podobnie jak w naszym Piwie w Stylu Grodziskim i tym razem u¿yliœmy s³odu wêdzonego dymem z drewna dêbowego. Ekipa Browar Zapanbrat ju¿ dobrze wie, jak przygotowaæ perfekcyjny s³ód wêdzony. Tym razem by³o go grubo ponad tonê, a by³ tak pyszny, ¿e wszyscy mieliœmy drugie œniadanie z g³owy. Tak wiêc, gdy ju¿ myœleliœcie, ¿e nie da siê uwarzyæ bardziej kontrrewolucyjnego i demode piwa ni¿ podwójny KoŸlak, my dorzuciliœmy jeszcze element “wêdzonki”. A jak wiadomo wêdzonka dzieli mi³oœników piwa po równo. Na tych którzy mówi¹ “kocham” i na tych, co skrzywieni cedz¹ przez zêby “nie zbli¿aæ siê z tym do mnie”. Tak wiêc jedno jest pewne – nudy nie bêdzie;)";14,99
"823";"Trzech Kumpli Rusty – but. 0,5l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-rusty-but-05l/";"5.7";"14";"inne";"Extra Special Bitter czyli klasyczne angielskie piwo górnej fermentacji, serwowane w tamtejszych pubach od stuleci, dopiero w XIX w. dorobi³o siê przymiotnika “Bitter”. S³owo to mia³o odró¿niaæ je od drugiego ulubionego piwa Wysp Brytyjskich – du¿o l¿ejszego – Mild Ale. I jednoczeœnie u³atwiaæ zamawianie piwa w barze. Pamiêtajmy, ¿e mówimy o czasach, w których nie istnia³y “nakranniki”, ani piwne tablice w pubach ;). S³owa Extra oraz Special historycznie oznacza³y piwa mocniejsze, wszak brytyjska kultura piwna to przede wszystkim piwa lekkie. Rusty zatem, to rasowe piwo angielskie. By choæ trochê odwzorowaæ klasyczne nalewanie rêczn¹ pomp¹ – wysyciliœmy azotem, a nie dwutlenkiem wêgla. Spodziewaj siê wiêc zbitej piany o drobnych pêcherzykach, aromatu s³odowego i karmelowego z nutami klasycznych angielskich chmieli. A w smaku sporej kremowoœci i przyjemnej pe³ni z eleganck¹ gorycz¹ na zakoñczenie. Jak to w pubie – uwa¿aj na zbyt du¿¹ pijalnoœæ tego piwa! Cheers!";8,99
"824";"Trzech Kumpli Saisonator but. 0.33l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-saisonator-but-0-33l/";"12.2";"24";"inne";"Porwaliœmy siê na coœ naprawdê potê¿nego. Imperialny Saison to nic innego jak super mocna wersja stylu Saison, czyli piwa, które tradycyjnie warzone by³o na farmach w Walonii, francuskojêzycznej czêœci Belgii. Piwo mia³o nawadniaæ i krzepiæ sezonowych ¿niwiarzy. Postanowiliœmy wzmocniæ ponad trzykrotnie pierwowzór, wsypaæ masê amerykañskich i polskich chmieli oraz zadbaæ o odpowiednio d³ugie le¿akowanie. Otrzymaliœmy niezmiernie z³o¿one i ultra owocowe piwo o aromacie brzoskwiñ, moreli, gruszek, goŸdzików i zió³. Smak to w zasadzie przed³u¿enie aromatu zbalansowane odpowiednio wysok¹ gorycz¹ oraz rozgrzewaj¹cym alkoholem. Pomimo swej mocy Saisonator jest bardzo lekki w odbiorze wiêc zalecamy braæ ma³e ³yczki… Takiego piwa na pewno nie podalibyœmy sezonowym pracownikom.";12,48
"825";"Trzech Kumpli Tripel – But. 0,33l";"Trzech Kumpli";"https://ipiwo.pl/produkt/trzech-kumpli-tripel-033l/";"9.0";"19.5";"Belgijskie";"Drugi z serii klasycznych belgijskich stylów, który obok Dubla i Quadrupla tworz¹ „belgijski tryptyk” Trzech Kumpli. Tripel to piwo miedzianoz³ote, lekko zamglone o owocowym aromacie pochodz¹cym z pracy belgijskich dro¿d¿y. Poczujecie brzoskwinie, mirabelki, gruszki, ale i lekko pieprzowy aromat klasycznych chmieli. Smak to przed³u¿enie aromatu i cudowna pe³nia zbudowana przez s³ody prosto z Belgii i solidn¹ dawkê alkoholu. Bierzcie ma³e ³yczki, to piwo jest naprawdê mocne! Koniecznie spróbujcie tak¿e pozosta³ych piw z belgijskiej serii.";10,98
"826";"Trzech Kumpli Unplugged IPA 0,5l";"Bezalkoholowe";"https://ipiwo.pl/produkt/trzech-kumpli-unplugged-ipa-05l-2/";"0.5";"7";"Bezalkoholowe, IPA";"Na nasze pierwsze piwo “bez pr¹du” wybraliœmy Bezalkoholowe IPA. Ma stuprocentowy charakter sztandarowego stylu piwnej rewolucji: jest mocno aromatyczne i porz¹dnie goryczkowe. Spodziewajcie siê zapachu owoców cytrusowych, tropikalnych, a tak¿e ¿ywicznych, opartych na zaskakuj¹co pe³nym s³odowym ciele. Soki i owoce na bok, dostajecie po prostu klasyczne, goryczkowe i znajomo pachn¹ce bezalkoholowe IPA. Trzech Kumpli graj¹ unplugged!";9,99
"827";"Trzech Kumpli Weizen- But. 0,5l";"Popularne";"https://ipiwo.pl/produkt/trzech-kumpli-weizen-05l/";"5.0";"12.5";"Pszeniczne";"Solidne z³ote zmêtnienie, bardzo gêsta, têga – niczym zbudowana z kamienia – czapa piany. Aromat goŸdzików, bananów, ale te¿ œwie¿ego chleba i cytrusów. W smaku g³adkie i aksamitne, o kwaskowym charakterze i owocowej nucie. Niskogoryczkowe, bardzo rzeœkie. Brakowa³o nam takiego piwa rzemieœlniczego na rynku wiêc sami je uwarzyliœmy. Bardzo wa¿na sprawa – koniecznie nalej piwo do szklanki z osadem dro¿d¿owym z dna butelki!";8,99
"828";"Widawa Augustiañskie but. 0,5l";"Widawa";"https://ipiwo.pl/produkt/widawa-augustianskie-but-05l-2/";"4.9";NA;"Pszeniczne";"Piwo Augustiañskie z Browaru Widawa, niefiltrowane i niepasteryzowane piwo pszeniczne, górnej fermentacji w stylu “hefe-weizen”. Nazwê s¹ otrzyma³o na pami¹tkê uzyskania przez augustianów prawa warzenia piwa wroc³awskiego w Chrz¹stawie w roku 1669. Bursztynowe piwo z bardzo kremow¹ pian¹. W zapachu wyczuwalne s¹ dro¿d¿e, goŸdziki, a tak¿e banan.";7,98
"829";"Widawa Fruit Bomb But. 0,5l";"Widawa";"https://ipiwo.pl/produkt/widawa-fruit-bomb-but-05l/";"6.2";NA;"Owocowe, IPA";"Piwo w stylu India Pale Ale. Do³adowane mango i marakuj¹, co w efekcie da³o bardzo soczkowy smak. Ca³oœæ solidnie nachmielona.";11,99
"830";"Widawa Premium – But. 0,5l";"Widawa";"https://ipiwo.pl/produkt/widawa-premium-but-05l/";"4.7";NA;"Lager";"Jasny lager w wykonaniu Browaru Widawa. Klasyka smaku zamkniêta w butelce. Piwo charakteryzuje siê idealnym balansem miêdzy aromatami chmielowoœci, a tak¿e s³odowoœci.";19,99
"831";"Widawa Smoked Baltic Porter 24 0,33l";"Nowoœci w Butelce";"https://ipiwo.pl/produkt/widawa-smoked-baltic-porter-24-033l/";"9.5";"24";"Porter";"Kolejna ods³ona Imperialnego Porteru Ba³tyckiego od browaru Widawa. Mocno wyczuwalne nuty wêdzonej œliwki, kawy i kokosu, zarówno w smaku jak i aromacie. Mo¿na tu zadowoliæ swoje kubki smakowe czekolad¹, orzechem i nut¹ wanilii.";19,99
"832";"Widawa Tropical Storm IPA 0,5l";"Widawa";"https://ipiwo.pl/produkt/widawa-tropical-storm-ipa-05l-2/";"6.2";NA;"West Coast IPA";"Tropical Storm – India Pale Ale – w którym pierwsze skrzypce gra chmiel Cashmere. Idealne dla fanów wyraŸnej cytrusowoœci.";10,39
"833";"Widawa X Brett – IPA But. 0,5l";"Widawa";"https://ipiwo.pl/produkt/widawa-x-brett-ipa-but-05l-2/";"6.2";NA;"IPA";"Piwo fermentowane dro¿d¿ami typu Saccharomyces cerevisiae, a tak¿e Brettanomyces lezakowane w beczkach po winie Chardonnay.";25,99
"834";"Wielka Sowa Amper- But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-amper-but-05l/";"4.9";"12";"APA";"Œrednio goryczkowe piwo górnej fermentacji o charakterze cytrusowo-¿ywicznym uzyskanym z amerykañskich chmieli Cascade Mosaic, a tak¿e Equanot.";7,98
"835";"Wielka Sowa Bateria – But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-bateria-but-05l/";"4.9";"12";"Lager";"Piwo dolnej fermentacji z dodatkiem chmielu Vic Secret nadaj¹cego w wyniku nuty cytrusowo-tropikalne.";7,98
"836";"Wielka Sowa Bezalkoholowe But. 0,5l";"Bezalkoholowe";"https://ipiwo.pl/produkt/wielka-sowa-bezalkoholowe-but-05l-2/";"0.5";"7";"Bezalkoholowe, APA";"Jasne piwo typu Ale, które tradycyjnie jest chmielone amerykañskimi odmianami chmielu. Posiada pe³nie, goryczkê i aromat cytrusowo-¿ywiczy a jednoczeœnie zbalansowane. Œwietnie pasuje do potraw z grilla.";6,99
"837";"Wielka Sowa Ciemne- But. 0,5l";"Wielka Sowa";"https://ipiwo.pl/produkt/wielka-sowa-ciemne-but-05l/";"4.9";"12";"Lager";"£agodne i delikatne ciemne piwo, w którym goryczka przeplata siê z zapachem aromatycznego chmielu. Wyczuwalne s¹ intryguj¹ce aromaty czekoladowo-karmelowe. Mêtnoœæ, a tak¿e osad s¹ naturaln¹ cech¹ produktu.";6,99
